ArrayExpress_Species	ArrayExpress_StrainOrLine	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	anonymized_name	collection_date	geographic_location_country_and_or_sea	host_health_state	isolation_source	serovar	specific_host	strain	supplier_name	Consent	LibrarySource
		WGS		200	PRJNA248792	SAMN06885532	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779938	0	Illumina HiSeq 2500	PAIRED	RANDOM	185853	2017-05-03	278	112	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500425	SRS2163038	SRP042645	185853.biosample		Jul-2015			human	Salmonella Typhi		185853		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885533	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779939	0	Illumina HiSeq 2500	PAIRED	RANDOM	152495	2017-05-03	243	109	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500426	SRS2163040	SRP042645	152495.biosample		Aug-2015			human	Salmonella Typhi		152495		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885535	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779940	0	Illumina HiSeq 2500	PAIRED	RANDOM	186520	2017-05-03	248	114	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500427	SRS2163039	SRP042645	186520.biosample		2015-10			human	Salmonella Typhi		186520		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885527	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779942	0	Illumina HiSeq 2500	PAIRED	RANDOM	149452	2017-05-03	181	82	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500429	SRS2163042	SRP042645	149452.biosample		Aug-2015			human	Salmonella Typhi		149452		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885528	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779943	0	Illumina HiSeq 2500	PAIRED	RANDOM	184397	2017-05-03	187	83	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500430	SRS2163043	SRP042645	184397.biosample		2015-11			human	Salmonella Typhi		184397		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885530	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779944	0	Illumina HiSeq 2500	PAIRED	RANDOM	132015	2017-05-03	269	131	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500431	SRS2163044	SRP042645	132015.biosample		Jul-2015			human	Salmonella Typhi		132015		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885549	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779945	0	Illumina HiSeq 2500	PAIRED	RANDOM	187565	2017-05-03	298	126	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500432	SRS2163148	SRP042645	187565.biosample		2015-11			human	Salmonella Typhi		187565		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885552	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779946	0	Illumina HiSeq 2500	PAIRED	RANDOM	116585	2017-05-03	234	102	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500433	SRS2163149	SRP042645	116585.biosample		May-2015			human	Salmonella Typhi		116585		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885546	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779947	0	Illumina HiSeq 2500	PAIRED	RANDOM	155735	2017-05-03	281	135	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500434	SRS2163150	SRP042645	155735.biosample		Sep-2015			human	Salmonella Typhi		155735		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885550	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779948	0	Illumina HiSeq 2500	PAIRED	RANDOM	131542	2017-05-03	295	132	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500435	SRS2163045	SRP042645	131542.biosample		Jul-2015			human	Salmonella Typhi		131542		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885545	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779949	0	Illumina HiSeq 2500	PAIRED	RANDOM	143952	2017-05-03	305	143	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500436	SRS2163046	SRP042645	143952.biosample		Aug-2015			human	Salmonella Typhi		143952		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885551	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779950	0	Illumina HiSeq 2500	PAIRED	RANDOM	117674	2017-05-03	294	131	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500437	SRS2163047	SRP042645	117674.biosample		May-2015			human	Salmonella Typhi		117674		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885547	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779951	0	Illumina HiSeq 2500	PAIRED	RANDOM	117258	2017-05-03	367	158	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500438	SRS2163048	SRP042645	117258.biosample		May-2015			human	Salmonella Typhi		117258		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885548	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779952	0	Illumina HiSeq 2500	PAIRED	RANDOM	163223	2017-05-03	317	146	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500439	SRS2163050	SRP042645	163223.biosample		Sep-2015			human	Salmonella Typhi		163223		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885544	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779953	0	Illumina HiSeq 2500	PAIRED	RANDOM	152491	2017-05-03	237	106	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500440	SRS2163049	SRP042645	152491.biosample		Aug-2015			human	Salmonella Typhi		152491		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885543	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779955	0	Illumina HiSeq 2500	PAIRED	RANDOM	131442	2017-05-03	222	97	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500442	SRS2163052	SRP042645	131442.biosample		Jul-2015			human	Salmonella Typhi		131442		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885539	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779956	0	Illumina HiSeq 2500	PAIRED	RANDOM	176412	2017-05-03	244	105	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500443	SRS2163053	SRP042645	176412.biosample		2015-10			human	Salmonella Typhi		176412		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885540	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779957	0	Illumina HiSeq 2500	PAIRED	RANDOM	149239	2017-05-03	224	98	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500444	SRS2163054	SRP042645	149239.biosample		Aug-2015			human	Salmonella Typhi		149239		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885537	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779958	0	Illumina HiSeq 2500	PAIRED	RANDOM	183656	2017-05-03	331	146	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500445	SRS2163055	SRP042645	183656.biosample		2015-10			human	Salmonella Typhi		183656		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885542	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779959	0	Illumina HiSeq 2500	PAIRED	RANDOM	185874	2017-05-03	264	107	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500446	SRS2163056	SRP042645	185874.biosample		2015-11			human	Salmonella Typhi		185874		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885541	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779960	0	Illumina HiSeq 2500	PAIRED	RANDOM	126106	2017-05-03	299	142	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500447	SRS2163057	SRP042645	126106.biosample		Jun-2015			human	Salmonella Typhi		126106		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885569	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779961	0	Illumina HiSeq 2500	PAIRED	RANDOM	173765	2017-05-03	399	185	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500448	SRS2163061	SRP042645	173765.biosample		2015-10			human	Salmonella Typhi		173765		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885564	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779962	0	Illumina HiSeq 2500	PAIRED	RANDOM	183617	2017-05-03	287	123	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500449	SRS2163062	SRP042645	183617.biosample		2015-11			human	Salmonella Typhi		183617		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885568	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779963	0	Illumina HiSeq 2500	PAIRED	RANDOM	166273	2017-05-03	379	165	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500450	SRS2163063	SRP042645	166273.biosample		Sep-2015			human	Salmonella Typhi		166273		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885570	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779964	0	Illumina HiSeq 2500	PAIRED	RANDOM	179814	2017-05-03	400	176	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500451	SRS2163064	SRP042645	179814.biosample		2015-10			human	Salmonella Typhi		179814		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885567	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779965	0	Illumina HiSeq 2500	PAIRED	RANDOM	184503	2017-05-03	251	112	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500452	SRS2163066	SRP042645	184503.biosample		2015-11			human	Salmonella Typhi		184503		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885565	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779966	0	Illumina HiSeq 2500	PAIRED	RANDOM	163229	2017-05-03	283	129	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500453	SRS2163065	SRP042645	163229.biosample		Sep-2015			human	Salmonella Typhi		163229		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885566	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779967	0	Illumina HiSeq 2500	PAIRED	RANDOM	166339	2017-05-03	412	180	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500454	SRS2163067	SRP042645	166339.biosample		Sep-2015			human	Salmonella Typhi		166339		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885563	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779968	0	Illumina HiSeq 2500	PAIRED	RANDOM	157261	2017-05-03	334	155	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500455	SRS2163068	SRP042645	157261.biosample		Sep-2015			human	Salmonella Typhi		157261		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885553	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779969	0	Illumina HiSeq 2500	PAIRED	RANDOM	155734	2017-05-03	280	135	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500456	SRS2163069	SRP042645	155734.biosample		Sep-2015			human	Salmonella Typhi		155734		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885557	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779970	0	Illumina HiSeq 2500	PAIRED	RANDOM	195834	2017-05-03	293	127	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500457	SRS2163070	SRP042645	195834.biosample		2015-12			human	Salmonella Typhi		195834		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885561	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779971	0	Illumina HiSeq 2500	PAIRED	RANDOM	186519	2017-05-03	271	124	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500458	SRS2163071	SRP042645	186519.biosample		Sep-2015			human	Salmonella Typhi		186519		public	GENOMIC
		WGS		196	PRJNA248792	SAMN06885558	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779972	0	Illumina HiSeq 2500	PAIRED	RANDOM	345425	2017-05-03	338	155	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500459	SRS2163072	SRP042645	345425.biosample		May-2015			human	Salmonella Typhi		345425		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885562	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779973	0	Illumina HiSeq 2500	PAIRED	RANDOM	107244	2017-05-03	359	168	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500460	SRS2163073	SRP042645	107244.biosample		Apr-2015			human	Salmonella Typhi		107244		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885559	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779974	0	Illumina HiSeq 2500	PAIRED	RANDOM	157040	2017-05-03	268	128	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500461	SRS2163074	SRP042645	157040.biosample		Aug-2015			human	Salmonella Typhi		157040		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885560	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779975	0	Illumina HiSeq 2500	PAIRED	RANDOM	164835	2017-05-03	412	184	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500462	SRS2163075	SRP042645	164835.biosample		Sep-2015			human	Salmonella Typhi		164835		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885555	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779976	0	Illumina HiSeq 2500	PAIRED	RANDOM	116586	2017-05-03	242	105	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500463	SRS2163076	SRP042645	116586.biosample		May-2015			human	Salmonella Typhi		116586		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885554	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779977	0	Illumina HiSeq 2500	PAIRED	RANDOM	168318	2017-05-03	288	134	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500464	SRS2163077	SRP042645	168318.biosample		Sep-2015			human	Salmonella Typhi		168318		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885556	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779978	0	Illumina HiSeq 2500	PAIRED	RANDOM	157058	2017-05-03	283	135	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500465	SRS2163078	SRP042645	157058.biosample		Sep-2015			human	Salmonella Typhi		157058		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885582	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779979	0	Illumina HiSeq 2500	PAIRED	RANDOM	158923	2017-05-03	395	189	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500466	SRS2163158	SRP042645	158923.biosample		Sep-2015			human	Salmonella Typhi		158923		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885585	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779980	0	Illumina HiSeq 2500	PAIRED	RANDOM	116034	2017-05-03	410	190	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500467	SRS2163159	SRP042645	116034.biosample		May-2015			human	Salmonella Typhi		116034		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885586	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779981	0	Illumina HiSeq 2500	PAIRED	RANDOM	131536	2017-05-03	346	152	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500468	SRS2163160	SRP042645	131536.biosample		Jul-2015			human	Salmonella Typhi		131536		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885583	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779982	0	Illumina HiSeq 2500	PAIRED	RANDOM	101335	2017-05-03	430	197	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500469	SRS2163161	SRP042645	101335.biosample		Apr-2015			human	Salmonella Typhi		101335		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885584	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779983	0	Illumina HiSeq 2500	PAIRED	RANDOM	142682	2017-05-03	441	210	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500470	SRS2163162	SRP042645	142682.biosample		Aug-2015			human	Salmonella Typhi		142682		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885573	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779984	0	Illumina HiSeq 2500	PAIRED	RANDOM	128205	2017-05-03	311	148	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500471	SRS2163079	SRP042645	128205.biosample		Jun-2015			human	Salmonella Typhi		128205		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885600	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779985	0	Illumina HiSeq 2500	PAIRED	RANDOM	172310	2017-05-03	328	141	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500472	SRS2163080	SRP042645	172310.biosample		2015-10			human	Salmonella Typhi		172310		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885575	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779986	0	Illumina HiSeq 2500	PAIRED	RANDOM	183647	2017-05-03	312	135	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500473	SRS2163081	SRP042645	183647.biosample		2015-10			human	Salmonella Typhi		183647		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885577	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779987	0	Illumina HiSeq 2500	PAIRED	RANDOM	196388	2017-05-03	340	152	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500474	SRS2163082	SRP042645	196388.biosample		2015-12			human	Salmonella Typhi		196388		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885601	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779988	0	Illumina HiSeq 2500	PAIRED	RANDOM	173759	2017-05-03	359	168	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500475	SRS2163091	SRP042645	173759.biosample		2015-10			human	Salmonella Typhi		173759		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885598	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779989	0	Illumina HiSeq 2500	PAIRED	RANDOM	82539	2017-05-03	354	165	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500476	SRS2163083	SRP042645	82539.biosample		Jan-2015			human	Salmonella Typhi		82539		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885580	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779990	0	Illumina HiSeq 2500	PAIRED	RANDOM	115992	2017-05-03	543	253	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500477	SRS2163084	SRP042645	115992.biosample		May-2015			human	Salmonella Typhi		115992		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885576	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779991	0	Illumina HiSeq 2500	PAIRED	RANDOM	102535	2017-05-03	414	187	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500478	SRS2163085	SRP042645	102535.biosample		Apr-2015			human	Salmonella Typhi		102535		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885574	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779992	0	Illumina HiSeq 2500	PAIRED	RANDOM	179800	2017-05-03	405	178	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500479	SRS2163086	SRP042645	179800.biosample		2015-10			human	Salmonella Typhi		179800		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885597	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779993	0	Illumina HiSeq 2500	PAIRED	RANDOM	174759	2017-05-03	422	189	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500480	SRS2163087	SRP042645	174759.biosample		2015-10			human	Salmonella Typhi		174759		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885581	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779994	0	Illumina HiSeq 2500	PAIRED	RANDOM	173585	2017-05-03	416	180	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500481	SRS2163088	SRP042645	173585.biosample		2015-10			human	Salmonella Typhi		173585		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885572	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779995	0	Illumina HiSeq 2500	PAIRED	RANDOM	172311	2017-05-03	433	185	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500482	SRS2163089	SRP042645	172311.biosample		2015-10			human	Salmonella Typhi		172311		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885578	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779996	0	Illumina HiSeq 2500	PAIRED	RANDOM	122242	2017-05-03	392	188	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500483	SRS2163090	SRP042645	122242.biosample		Jun-2015			human	Salmonella Typhi		122242		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885579	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779997	0	Illumina HiSeq 2500	PAIRED	RANDOM	143954	2017-05-03	278	130	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500484	SRS2163092	SRP042645	143954.biosample		Aug-2015			human	Salmonella Typhi		143954		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885599	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779998	0	Illumina HiSeq 2500	PAIRED	RANDOM	109865	2017-05-03	342	165	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500485	SRS2163093	SRP042645	109865.biosample		Apr-2015			human	Salmonella Typhi		109865		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885595	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2779999	0	Illumina HiSeq 2500	PAIRED	RANDOM	171329	2017-05-03	464	200	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500486	SRS2163094	SRP042645	171329.biosample		2015-10			human	Salmonella Typhi		171329		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885591	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780000	0	Illumina HiSeq 2500	PAIRED	RANDOM	155814	2017-05-03	353	159	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500487	SRS2163095	SRP042645	155814.biosample		Sep-2015			human	Salmonella Typhi		155814		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885592	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780001	0	Illumina HiSeq 2500	PAIRED	RANDOM	132016	2017-05-03	304	148	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500488	SRS2163096	SRP042645	132016.biosample		Jul-2015			human	Salmonella Typhi		132016		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885614	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780002	0	Illumina HiSeq 2500	PAIRED	RANDOM	179622	2017-05-03	284	133	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500489	SRS2163098	SRP042645	179622.biosample		2015-10			human	Salmonella Typhi		179622		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885589	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780003	0	Illumina HiSeq 2500	PAIRED	RANDOM	123954	2017-05-03	290	144	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500490	SRS2163097	SRP042645	123954.biosample		Jun-2015			human	Salmonella Typhi		123954		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885615	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780004	0	Illumina HiSeq 2500	PAIRED	RANDOM	155742	2017-05-03	315	151	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500491	SRS2163099	SRP042645	155742.biosample		Sep-2015			human	Salmonella Typhi		155742		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885616	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780005	0	Illumina HiSeq 2500	PAIRED	RANDOM	158920	2017-05-03	358	171	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500492	SRS2163100	SRP042645	158920.biosample		Sep-2015			human	Salmonella Typhi		158920		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885594	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780006	0	Illumina HiSeq 2500	PAIRED	RANDOM	102536	2017-05-03	414	187	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500493	SRS2163101	SRP042645	102536.biosample		Apr-2015			human	Salmonella Typhi		102536		public	GENOMIC
		WGS		200	PRJNA248792	SAMN06885596	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2780007	0	Illumina HiSeq 2500	PAIRED	RANDOM	107251	2017-05-03	373	172	Salmonella enterica subsp. enterica	ILLUMINA	2017-05-04	SRR5500494	SRS2163102	SRP042645	107251.biosample		Apr-2015			human	Salmonella Typhi		107251		public	GENOMIC
