Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	host	host_disease	isolate_name_alias	isolation_source	lat_lon	potential_contaminant	sequence_type	serovar	strain	sub_species	Consent	LibrarySource
WGS		188	PRJNA248792	SAMN04363041	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497741	0	Illumina HiSeq 2500	PAIRED	RANDOM	2283	2015-12-22	435	180	Salmonella enterica	ILLUMINA	2015-12-22	SRR3048790	SRS1219392	SRP042645	2283.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	2283	Human	Missing	None detected	11	Salmonella Enteritidis	2283	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04363053	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497754	0	Illumina HiSeq 2500	PAIRED	RANDOM	29958	2015-12-22	236	103	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048802	SRS1219402	SRP042645	29958.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	29958	Human	Missing	None detected	11	Salmonella Enteritidis	29958	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363052	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497753	0	Illumina HiSeq 2500	PAIRED	RANDOM	20931	2015-12-22	290	118	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048801	SRS1219403	SRP042645	20931.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	20931	Human	Missing	None detected	11	Salmonella Enteritidis	20931	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363050	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497751	0	Illumina HiSeq 2500	PAIRED	RANDOM	18660	2015-12-22	280	119	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048799	SRS1219405	SRP042645	18660.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	18660	Human	Missing	None detected	11	Salmonella Enteritidis	18660	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363061	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497762	0	Illumina HiSeq 2500	PAIRED	RANDOM	48167	2015-12-22	192	73	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048811	SRS1219407	SRP042645	48167.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	48167	Human	Missing	None detected	11	Salmonella Enteritidis	48167	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363059	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497760	0	Illumina HiSeq 2500	PAIRED	RANDOM	21068	2015-12-22	229	90	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048808	SRS1219409	SRP042645	21068.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21068	Human	Missing	None detected	11	Salmonella Enteritidis	21068	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363058	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497759	0	Illumina HiSeq 2500	PAIRED	RANDOM	43935	2015-12-22	238	95	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048807	SRS1219410	SRP042645	43935.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	43935	Human	Missing	None detected	11	Salmonella Enteritidis	43935	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363057	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497758	0	Illumina HiSeq 2500	PAIRED	RANDOM	20923	2015-12-22	218	89	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048806	SRS1219411	SRP042645	20923.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	20923	Human	Missing	None detected	11	Salmonella Enteritidis	20923	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04363063	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497764	0	Illumina HiSeq 2500	PAIRED	RANDOM	40278	2015-12-22	137	86	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048813	SRS1219417	SRP042645	40278.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	40278	Human	Missing	None detected	11	Salmonella Enteritidis	40278	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363062	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497763	0	Illumina HiSeq 2500	PAIRED	RANDOM	48162	2015-12-22	163	62	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048812	SRS1219418	SRP042645	48162.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	48162	Human	Missing	None detected	11	Salmonella Enteritidis	48162	enterica	public	GENOMIC
WGS		191	PRJNA248792	SAMN04363071	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497772	0	Illumina HiSeq 2500	PAIRED	RANDOM	29309	2015-12-22	294	123	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048821	SRS1219420	SRP042645	29309.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	29309	Human	Missing	None detected	11	Salmonella Enteritidis	29309	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363067	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497768	0	Illumina HiSeq 2500	PAIRED	RANDOM	95264	2015-12-22	524	261	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048817	SRS1219424	SRP042645	95264.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	95264	Human	Missing	None detected	11	Salmonella Enteritidis	95264	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363077	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497778	0	Illumina HiSeq 2500	PAIRED	RANDOM	48157	2015-12-22	223	85	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048827	SRS1219425	SRP042645	48157.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	48157	Human	Missing	None detected	11	Salmonella Enteritidis	48157	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN04363079	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497780	0	Illumina HiSeq 2500	PAIRED	RANDOM	21851	2015-12-22	181	73	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048829	SRS1219431	SRP042645	21851.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21851	Human	Missing	None detected	11	Salmonella Enteritidis	21851	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN04363081	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497782	0	Illumina HiSeq 2500	PAIRED	RANDOM	97250	2015-12-22	582	261	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048831	SRS1219433	SRP042645	97250.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	97250	Human	Missing	None detected	11	Salmonella Enteritidis	97250	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04362979	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497666	0	Illumina HiSeq 2500	PAIRED	RANDOM	15238	2015-12-22	241	105	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048703	SRS1219434	SRP042645	15238.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	15238	Human	Missing	None detected	11	Salmonella Enteritidis	15238	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN04363090	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497791	0	Illumina HiSeq 2500	PAIRED	RANDOM	21085	2015-12-22	219	88	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048840	SRS1219440	SRP042645	21085.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21085	Human	Missing	None detected	11	Salmonella Enteritidis	21085	enterica	public	GENOMIC
WGS		190	PRJNA248792	SAMN04363089	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497790	0	Illumina HiSeq 2500	PAIRED	RANDOM	29959	2015-12-22	246	106	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048839	SRS1219441	SRP042645	29959.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	29959	Human	Missing	None detected	183	Salmonella Enteritidis	29959	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363088	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497789	0	Illumina HiSeq 2500	PAIRED	RANDOM	53035	2015-12-22	283	117	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048838	SRS1219442	SRP042645	53035.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	53035	Human	Missing	None detected	11	Salmonella Enteritidis	53035	enterica	public	GENOMIC
WGS		168	PRJNA248792	SAMN04363086	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497787	0	Illumina HiSeq 2500	PAIRED	RANDOM	56960	2015-12-22	277	123	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048836	SRS1219444	SRP042645	56960.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	56960	Human	Missing	None detected	11	Salmonella Enteritidis	56960	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363085	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497786	0	Illumina HiSeq 2500	PAIRED	RANDOM	82009	2015-12-22	306	150	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048835	SRS1219445	SRP042645	82009.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	82009	Human	Missing	None detected	11	Salmonella Enteritidis	82009	enterica	public	GENOMIC
WGS		184	PRJNA248792	SAMN04363097	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497797	0	Illumina HiSeq 2500	PAIRED	RANDOM	25172	2015-12-22	123	56	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048846	SRS1219447	SRP042645	25172.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	25172	Human	Missing	None detected	11	Salmonella Enteritidis	25172	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363095	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497795	0	Illumina HiSeq 2500	PAIRED	RANDOM	43909	2015-12-22	190	76	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048844	SRS1219448	SRP042645	43909.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	43909	Human	Missing	None detected	11	Salmonella Enteritidis	43909	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363100	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497799	0	Illumina HiSeq 2500	PAIRED	RANDOM	15234	2015-12-22	187	74	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048848	SRS1219454	SRP042645	15234.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	15234	Human	Missing	None detected	77	Salmonella Enteritidis	15234	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363105	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497804	0	Illumina HiSeq 2500	PAIRED	RANDOM	20933	2015-12-22	295	120	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048853	SRS1219459	SRP042645	20933.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	20933	Human	Missing	None detected	11	Salmonella Enteritidis	20933	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363104	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497803	0	Illumina HiSeq 2500	PAIRED	RANDOM	58602	2015-12-22	338	133	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048852	SRS1219460	SRP042645	58602.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	58602	Human	Missing	None detected	11	Salmonella Enteritidis	58602	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363115	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497815	0	Illumina HiSeq 2500	PAIRED	RANDOM	15208	2015-12-22	187	74	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048863	SRS1219463	SRP042645	15208.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	15208	Human	Missing	None detected	11	Salmonella Enteritidis	15208	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04363113	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497813	0	Illumina HiSeq 2500	PAIRED	RANDOM	18525	2015-12-22	171	76	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048861	SRS1219465	SRP042645	18525.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	18525	Human	Missing	None detected	11	Salmonella Enteritidis	18525	enterica	public	GENOMIC
WGS		188	PRJNA248792	SAMN04363129	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497827	0	Illumina HiSeq 2500	PAIRED	RANDOM	1863	2015-12-22	306	124	Salmonella enterica	ILLUMINA	2015-12-22	SRR3048877	SRS1219467	SRP042645	1863.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	1863	Human	Missing	None detected	11	Salmonella Enteritidis	1863	enterica	public	GENOMIC
WGS		168	PRJNA248792	SAMN04363128	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497826	0	Illumina HiSeq 2500	PAIRED	RANDOM	56992	2015-12-22	299	133	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048876	SRS1219468	SRP042645	56992.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	56992	Human	Missing	None detected	11	Salmonella Enteritidis	56992	enterica	public	GENOMIC
WGS		188	PRJNA248792	SAMN04363127	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497825	0	Illumina HiSeq 2500	PAIRED	RANDOM	1849	2015-12-22	308	125	Salmonella enterica	ILLUMINA	2015-12-22	SRR3048875	SRS1219469	SRP042645	1849.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	1849	Human	Missing	None detected	183	Salmonella Enteritidis	1849	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363135	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497833	0	Illumina HiSeq 2500	PAIRED	RANDOM	21122	2015-12-22	250	99	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048883	SRS1219493	SRP042645	21122.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21122	Human	Missing	None detected	11	Salmonella Enteritidis	21122	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363031	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497731	0	Illumina HiSeq 2500	PAIRED	RANDOM	20938	2015-12-22	304	126	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048780	SRS1219501	SRP042645	20938.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	20938	Human	Missing	None detected	11	Salmonella Enteritidis	20938	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363152	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497854	0	Illumina HiSeq 2500	PAIRED	RANDOM	21088	2015-12-22	296	116	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048902	SRS1219513	SRP042645	21088.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21088	Human	Missing	None detected	11	Salmonella Enteritidis	21088	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363151	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497853	0	Illumina HiSeq 2500	PAIRED	RANDOM	53013	2015-12-22	323	133	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048901	SRS1219514	SRP042645	53013.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	53013	Human	Missing	None detected	11	Salmonella Enteritidis	53013	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04363160	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497863	0	Illumina HiSeq 2500	PAIRED	RANDOM	18589	2015-12-22	159	71	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048912	SRS1219519	SRP042645	18589.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	18589	Human	Missing	None detected	11	Salmonella Enteritidis	18589	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363157	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497860	0	Illumina HiSeq 2500	PAIRED	RANDOM	43962	2015-12-22	263	106	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048907	SRS1219522	SRP042645	43962.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	43962	Human	Missing	None detected	11	Salmonella Enteritidis	43962	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363171	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497876	0	Illumina HiSeq 2500	PAIRED	RANDOM	29273	2015-12-22	326	134	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048925	SRS1219525	SRP042645	29273.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	29273	Human	Missing	None detected	183	Salmonella Enteritidis	29273	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363166	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497870	0	Illumina HiSeq 2500	PAIRED	RANDOM	95232	2015-12-22	418	209	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048920	SRS1219531	SRP042645	95232.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	95232	Human	Missing	None detected	11	Salmonella Enteritidis	95232	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363180	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497885	0	Illumina HiSeq 2500	PAIRED	RANDOM	20930	2015-12-22	196	81	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048935	SRS1219537	SRP042645	20930.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	20930	Human	Missing	None detected	11	Salmonella Enteritidis	20930	enterica	public	GENOMIC
WGS		189	PRJNA248792	SAMN04363178	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497883	0	Illumina HiSeq 2500	PAIRED	RANDOM	29970	2015-12-22	187	81	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048933	SRS1219539	SRP042645	29970.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	29970	Human	Missing	None detected	11	Salmonella Enteritidis	29970	enterica	public	GENOMIC
WGS		197	PRJNA248792	SAMN04363188	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497896	0	Illumina HiSeq 2500	PAIRED	RANDOM	77331	2015-12-22	248	113	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048944	SRS1219547	SRP042645	77331.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	77331	Human	Missing	None detected	11	Salmonella Enteritidis	77331	enterica	public	GENOMIC
WGS		195	PRJNA248792	SAMN04363193	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497901	0	Illumina HiSeq 2500	PAIRED	RANDOM	48160	2015-12-22	165	63	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048950	SRS1219552	SRP042645	48160.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	48160	Human	Missing	None detected	11	Salmonella Enteritidis	48160	enterica	public	GENOMIC
WGS		186	PRJNA248792	SAMN04363194	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497902	0	Illumina HiSeq 2500	PAIRED	RANDOM	46125	2015-12-22	118	53	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048951	SRS1219554	SRP042645	46125.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	46125	Human	Missing	None detected	11	Salmonella Enteritidis	46125	enterica	public	GENOMIC
WGS		183	PRJNA248792	SAMN04363192	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497900	0	Illumina HiSeq 2500	PAIRED	RANDOM	45249	2015-12-22	110	73	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048949	SRS1219555	SRP042645	45249.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	45249	Human	Missing	None detected	11	Salmonella Enteritidis	45249	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363191	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497899	0	Illumina HiSeq 2500	PAIRED	RANDOM	43939	2015-12-22	221	89	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048947	SRS1219556	SRP042645	43939.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	43939	Human	Missing	None detected	11	Salmonella Enteritidis	43939	enterica	public	GENOMIC
WGS		190	PRJNA248792	SAMN04363205	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497915	0	Illumina HiSeq 2500	PAIRED	RANDOM	19667	2015-12-22	224	95	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048965	SRS1219576	SRP042645	19667.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	19667	Human	Missing	None detected	11	Salmonella Enteritidis	19667	enterica	public	GENOMIC
WGS		193	PRJNA248792	SAMN04363215	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497925	0	Illumina HiSeq 2500	PAIRED	RANDOM	21091	2015-12-22	180	72	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048975	SRS1219583	SRP042645	21091.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	21091	Human	Missing	None detected	11	Salmonella Enteritidis	21091	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363214	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497924	0	Illumina HiSeq 2500	PAIRED	RANDOM	43932	2015-12-22	188	76	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048974	SRS1219584	SRP042645	43932.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	43932	Human	Missing	None detected	11	Salmonella Enteritidis	43932	enterica	public	GENOMIC
WGS		194	PRJNA248792	SAMN04363223	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497933	0	Illumina HiSeq 2500	PAIRED	RANDOM	60145	2015-12-22	108	43	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048983	SRS1219587	SRP042645	60145.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	60145	Human	Missing	None detected	11	Salmonella Enteritidis	60145	enterica	public	GENOMIC
WGS		192	PRJNA248792	SAMN04363230	Pathogen.cl	PHE	minhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX1497940	0	Illumina HiSeq 2500	PAIRED	RANDOM	18659	2015-12-22	310	132	Salmonella enterica subsp. enterica	ILLUMINA	2015-12-22	SRR3048990	SRS1219593	SRP042645	18659.biosample	PHE	None	United Kingdom: None	Homo sapiens	Not available	18659	Human	Missing	None detected	11	Salmonella Enteritidis	18659	enterica	public	GENOMIC
